Sample Names	MutationType	DBS2	DBS4	DBS6	DBS7	DBS9	DBS11
Kidney-RCC::S.1	CG>GC	1.0	0.0	0.0	0.0	0.0	0.0
Kidney-RCC::S.1	CG>GT	1.0	0.0	0.0	0.0	0.0	0.0
Kidney-RCC::S.1	CG>TA	1.0	0.0	0.0	0.0	0.0	0.0
Kidney-RCC::S.1	CG>TC	1.0	0.0	0.0	0.0	0.0	0.0
Kidney-RCC::S.1	CG>TT	1.0	0.0	0.0	0.0	0.0	0.0
Kidney-RCC::S.1	CT>AA	1.0	0.0	0.0	0.0	0.0	0.0
Kidney-RCC::S.1	CT>AC	1.0	0.0	0.0	0.0	0.0	0.0
Kidney-RCC::S.1	CT>AG	1.0	0.0	0.0	0.0	0.0	0.0
Kidney-RCC::S.1	CT>GA	1.0	0.0	0.0	0.0	0.0	0.0
Kidney-RCC::S.1	CT>GC	1.0	0.0	0.0	0.0	0.0	0.0
Kidney-RCC::S.1	CT>GG	1.0	0.0	0.0	0.0	0.0	0.0
Kidney-RCC::S.1	CT>TA	1.0	0.0	0.0	0.0	0.0	0.0
Kidney-RCC::S.1	CT>TC	1.0	0.0	0.0	0.0	0.0	0.0
Kidney-RCC::S.1	CT>TG	1.0	0.0	0.0	0.0	0.0	0.0
Kidney-RCC::S.1	GC>AA	1.0	0.0	0.0	0.0	0.0	0.0
Kidney-RCC::S.1	GC>AG	1.0	0.0	0.0	0.0	0.0	0.0
Kidney-RCC::S.1	GC>AT	1.0	0.0	0.0	0.0	0.0	0.0
Kidney-RCC::S.1	GC>CA	1.0	0.0	0.0	0.0	0.0	0.0
Kidney-RCC::S.1	GC>CG	1.0	0.0	0.0	0.0	0.0	0.0
Kidney-RCC::S.1	GC>TA	1.0	0.0	0.0	0.0	0.0	0.0
Kidney-RCC::S.1	TA>AT	1.0	0.0	0.0	0.0	0.0	0.0
Kidney-RCC::S.1	TA>CG	1.0	0.0	0.0	0.0	0.0	0.0
Kidney-RCC::S.1	TA>CT	1.0	0.0	0.0	0.0	0.0	0.0
Kidney-RCC::S.1	TA>GC	1.0	0.0	0.0	0.0	0.0	0.0
Kidney-RCC::S.1	TA>GG	1.0	0.0	0.0	0.0	0.0	0.0
Kidney-RCC::S.1	TA>GT	1.0	0.0	0.0	0.0	0.0	0.0
Kidney-RCC::S.1	TC>AA	1.0	0.0	0.0	0.0	0.0	0.0
Kidney-RCC::S.1	TC>AG	1.0	0.0	0.0	0.0	0.0	0.0
Kidney-RCC::S.1	TC>AT	1.0	0.0	0.0	0.0	0.0	0.0
Kidney-RCC::S.1	TC>CA	1.0	0.0	0.0	0.0	0.0	0.0
Kidney-RCC::S.1	TC>CG	1.0	0.0	0.0	0.0	0.0	0.0
Kidney-RCC::S.1	TC>CT	1.0	0.0	0.0	0.0	0.0	0.0
Kidney-RCC::S.1	TC>GA	1.0	0.0	0.0	0.0	0.0	0.0
Kidney-RCC::S.1	TC>GG	1.0	0.0	0.0	0.0	0.0	0.0
Kidney-RCC::S.1	TC>GT	1.0	0.0	0.0	0.0	0.0	0.0
Kidney-RCC::S.1	TG>AA	1.0	0.0	0.0	0.0	0.0	0.0
Kidney-RCC::S.1	TG>AC	1.0	0.0	0.0	0.0	0.0	0.0
Kidney-RCC::S.1	TG>AT	1.0	0.0	0.0	0.0	0.0	0.0
Kidney-RCC::S.1	TG>CA	1.0	0.0	0.0	0.0	0.0	0.0
Kidney-RCC::S.1	TG>CC	1.0	0.0	0.0	0.0	0.0	0.0
Kidney-RCC::S.1	TG>CT	1.0	0.0	0.0	0.0	0.0	0.0
Kidney-RCC::S.1	TG>GA	1.0	0.0	0.0	0.0	0.0	0.0
Kidney-RCC::S.1	TG>GC	1.0	0.0	0.0	0.0	0.0	0.0
Kidney-RCC::S.1	TG>GT	1.0	0.0	0.0	0.0	0.0	0.0
Kidney-RCC::S.1	TT>AA	1.0	0.0	0.0	0.0	0.0	0.0
Kidney-RCC::S.1	TT>AC	1.0	0.0	0.0	0.0	0.0	0.0
Kidney-RCC::S.1	TT>AG	1.0	0.0	0.0	0.0	0.0	0.0
Kidney-RCC::S.1	TT>CA	1.0	0.0	0.0	0.0	0.0	0.0
Kidney-RCC::S.1	TT>CC	1.0	0.0	0.0	0.0	0.0	0.0
Kidney-RCC::S.1	TT>CG	1.0	0.0	0.0	0.0	0.0	0.0
Kidney-RCC::S.1	TT>GA	1.0	0.0	0.0	0.0	0.0	0.0
Kidney-RCC::S.1	TT>GC	1.0	0.0	0.0	0.0	0.0	0.0
Kidney-RCC::S.1	TT>GG	1.0	0.0	0.0	0.0	0.0	0.0
Kidney-RCC::S.2	AC>CA	0.0027819945490803032	0.046203971341896084	0.0	0.0	0.9510140341090235	0.0
Kidney-RCC::S.2	AC>CG	0.0029172166432933507	0.006846716664385655	0.0	0.0	0.9902360666923209	0.0
Kidney-RCC::S.2	AC>CT	0.0008499445242037907	8.416694567087456e-17	0.0	0.0	0.999150055475796	0.0
Kidney-RCC::S.2	AC>GA	0.0017133305857885584	0.04772434101695426	0.0	0.0	0.9505623283972572	0.0
Kidney-RCC::S.2	AC>GG	1.1250909340582637e-16	2.837009873290801e-16	0.0	0.0	0.9999999999999996	0.0
Kidney-RCC::S.2	AC>GT	0.004432775616120577	2.659105058249358e-07	0.0	0.0	0.9955669584733736	0.0
Kidney-RCC::S.2	AC>TA	0.006804318889744363	0.008760339994051085	0.0	0.0	0.9844353411162047	0.0
Kidney-RCC::S.2	AC>TG	6.82879291902792e-05	0.0008552096792461851	0.0	0.0	0.9990765023915636	0.0
Kidney-RCC::S.2	AC>TT	0.012483117292705627	0.0010326653478325552	0.0	0.0	0.9864842173594617	0.0
Kidney-RCC::S.2	AT>CA	0.0005605775884191504	0.02038569318971357	0.0	0.0	0.9790537292218673	0.0
Kidney-RCC::S.2	AT>CC	4.50668467784272e-16	1.1347767174424113e-15	0.0	0.0	0.9999999999999984	0.0
Kidney-RCC::S.2	AT>CG	0.06289213320463322	0.21401423745173745	0.0	0.0	0.7230936293436294	0.0
Kidney-RCC::S.2	AT>GA	0.004976303256481941	0.014399091436409512	0.0	0.0	0.9806246053071085	0.0
Kidney-RCC::S.2	AT>GC	0.0006196299006740683	0.0027962785261188726	0.0	0.0	0.996584091573207	0.0
Kidney-RCC::S.2	AT>TA	0.008316903815566648	0.1234208286664292	0.0	0.0	0.8682622675180042	0.0
Kidney-RCC::S.2	CC>AA	0.9999999999999999	1.4499693502716892e-17	0.0	0.0	6.477082133823173e-17	0.0
Kidney-RCC::S.2	CC>AG	0.3331005089561131	0.03737942730616088	0.0	0.0	0.6295200637377261	0.0
Kidney-RCC::S.2	CC>AT	0.4446412548599174	0.10473782855308579	0.0	0.0	0.45062091658699677	0.0
Kidney-RCC::S.2	CC>GA	0.22071162495569138	0.06641627107149461	0.0	0.0	0.712872103972814	0.0
Kidney-RCC::S.2	CC>GG	0.0273343107882138	0.0066499450811704445	0.0	0.0	0.9660157441306159	0.0
Kidney-RCC::S.2	CC>GT	0.011671191092408478	0.0012713600232179515	0.0	0.0	0.9870574488843736	0.0
Kidney-RCC::S.2	CC>TA	0.8070406702377922	0.012865238240647578	0.0	0.0	0.18009409152156017	0.0
Kidney-RCC::S.2	CC>TG	0.0029329633580390175	0.0001540408935143884	0.0	0.0	0.9969129957484466	0.0
Kidney-RCC::S.2	CC>TT	0.06772338974242376	0.1705265209341605	0.0	0.0	0.7617500893234157	0.0
Kidney-RCC::S.2	CG>AT	0.4222844329940206	0.1597715211627741	0.0	0.0	0.4179440458432054	0.0
Kidney-RCC::S.2	CG>GC	0.8404793135486691	0.01742088867027381	0.0	0.0	0.14209979778105697	0.0
Kidney-RCC::S.2	CG>GT	0.7123892204939888	5.842580840452438e-15	0.0	0.0	0.2876107795060054	0.0
Kidney-RCC::S.2	CG>TA	0.06772338974242376	0.1705265209341605	0.0	0.0	0.7617500893234157	0.0
Kidney-RCC::S.2	CG>TC	0.7567158751650583	3.694807233461344e-15	0.0	0.0	0.24328412483493803	0.0
Kidney-RCC::S.2	CG>TT	0.8511137128864402	0.08291138659320478	0.0	0.0	0.06597490052035507	0.0
Kidney-RCC::S.2	CT>AA	0.999999999999982	3.2703362746633375e-15	0.0	0.0	1.4608747869219924e-14	0.0
Kidney-RCC::S.2	CT>AC	0.06772338974242376	0.1705265209341605	0.0	0.0	0.7617500893234157	0.0
Kidney-RCC::S.2	CT>AG	0.14122860787359517	0.13103451295092294	0.0	0.0	0.7277368791754818	0.0
Kidney-RCC::S.2	CT>GA	0.0011462124423070432	0.06395694446106769	0.0	0.0	0.9348968430966252	0.0
Kidney-RCC::S.2	CT>GC	0.008167980900570904	0.006600056193719439	0.0	0.0	0.9852319629057097	0.0
Kidney-RCC::S.2	CT>GG	0.0016168109244608527	0.025019563907311818	0.0	0.0	0.9733636251682274	0.0
Kidney-RCC::S.2	CT>TA	0.999999999999983	3.105851868613539e-15	0.0	0.0	1.3873988194804709e-14	0.0
Kidney-RCC::S.2	CT>TC	0.1975308641975202	5.401234567900942e-14	0.0	0.0	0.8024691358024257	0.0
Kidney-RCC::S.2	CT>TG	0.8941054315661074	0.10589456843377991	0.0	0.0	1.1275250238949135e-13	0.0
Kidney-RCC::S.2	GC>AA	0.010217286164584402	0.9897827138354156	0.0	0.0	9.431696840996576e-17	0.0
Kidney-RCC::S.2	GC>AG	0.0004911385526367909	0.02562081765990116	0.0	0.0	0.9738880437874621	0.0
Kidney-RCC::S.2	GC>AT	0.0014231111546532977	0.020701982299413443	0.0	0.0	0.9778749065459331	0.0
Kidney-RCC::S.2	GC>CA	0.006570923137446801	0.11067812202079147	0.0	0.0	0.8827509548417617	0.0
Kidney-RCC::S.2	GC>CG	0.005120922156678586	0.00011286696143531501	0.0	0.0	0.994766210881886	0.0
Kidney-RCC::S.2	GC>TA	0.007356127036747357	0.2654230833313056	0.0	0.0	0.7272207896319469	0.0
Kidney-RCC::S.2	TA>AT	0.02133156252131614	0.3537999095260052	0.0	0.0	0.6248685279526787	0.0
Kidney-RCC::S.2	TA>CG	0.002480208298653613	0.07660595751019998	0.0	0.0	0.9209138341911465	0.0
Kidney-RCC::S.2	TA>CT	0.0032123721886013912	0.15009936630106127	0.0	0.0	0.8466882615103374	0.0
Kidney-RCC::S.2	TA>GC	0.02570922107815841	0.032934075176764964	0.0	0.0	0.9413567037450765	0.0
Kidney-RCC::S.2	TA>GG	0.003885785907439457	0.16407442884561602	0.0	0.0	0.8320397852469444	0.0
Kidney-RCC::S.2	TA>GT	0.024151513240178012	0.22466231595744507	0.0	0.0	0.7511861708023769	0.0
Kidney-RCC::S.2	TC>AA	0.0024607041120997823	0.9649942621630035	0.0	0.0	0.03254503372489671	0.0
Kidney-RCC::S.2	TC>AG	0.0008139546528871885	0.011418437944427783	0.0	0.0	0.987767607402685	0.0
Kidney-RCC::S.2	TC>AT	1.479294800756726e-17	0.04477140522894719	0.0	0.0	0.9552285947710527	0.0
Kidney-RCC::S.2	TC>CA	0.001788926651706031	0.3329453099856827	0.0	0.0	0.6652657633626112	0.0
Kidney-RCC::S.2	TC>CG	9.465022960235663e-05	0.014605540192303913	0.0	0.0	0.9852998095780937	0.0
Kidney-RCC::S.2	TC>CT	0.012384611166777706	4.590576820946825e-05	0.0	0.0	0.9875694830650128	0.0
Kidney-RCC::S.2	TC>GA	0.006086279182302323	0.3755815843338144	0.0	0.0	0.6183321364838833	0.0
Kidney-RCC::S.2	TC>GG	0.0005083693772544148	0.0008035017512835735	0.0	0.0	0.9986881288714621	0.0
Kidney-RCC::S.2	TC>GT	0.9999999999993224	1.2252042006992866e-13	0.0	0.0	5.551925320883053e-13	0.0
Kidney-RCC::S.2	TG>AA	0.030666259340504407	0.11860086145992664	0.0	0.0	0.850732879199569	0.0
Kidney-RCC::S.2	TG>AC	0.005762119360118514	0.004636978532904817	0.0	0.0	0.9896009021069767	0.0
Kidney-RCC::S.2	TG>AT	0.5252789069224497	1.2853756180942872e-15	0.0	0.0	0.474721093077549	0.0
Kidney-RCC::S.2	TG>CA	0.001201540254978421	0.010065320985572775	0.0	0.0	0.9887331387594488	0.0
Kidney-RCC::S.2	TG>CC	0.0009646134479683853	0.002924386436424155	0.0	0.0	0.9961110001156075	0.0
Kidney-RCC::S.2	TG>CT	0.3732983750394007	0.01497132362402169	0.0	0.0	0.6117303013365775	0.0
Kidney-RCC::S.2	TG>GA	0.03240289979431376	0.2596153668153594	0.0	0.0	0.7079817333903269	0.0
Kidney-RCC::S.2	TG>GC	0.012651680551134805	0.04215117911427772	0.0	0.0	0.9451971403345875	0.0
Kidney-RCC::S.2	TG>GT	0.26882863793733686	0.0020346860169548433	0.0	0.0	0.7291366760457083	0.0
Kidney-RCC::S.2	TT>AA	0.7054896957779925	0.0044186060364966384	0.0	0.0	0.29009169818551084	0.0
Kidney-RCC::S.2	TT>AC	0.00986866160211139	2.8312777256088643e-05	0.0	0.0	0.9901030256206326	0.0
Kidney-RCC::S.2	TT>AG	0.04312079662165676	2.1054489017577443e-15	0.0	0.0	0.956879203378341	0.0
Kidney-RCC::S.2	TT>CA	0.0676662447668192	0.17038263070781812	0.0	0.0	0.7619511245253626	0.0
Kidney-RCC::S.2	TT>CC	0.0001110860243910316	3.91410488626118e-16	0.0	0.0	0.9998889139756086	0.0
Kidney-RCC::S.2	TT>CG	0.12863913337845803	9.203622207175864e-14	0.0	0.0	0.8713608666214501	0.0
Kidney-RCC::S.2	TT>GA	0.9999999999987853	2.1920668058428486e-13	0.0	0.0	9.954906054267656e-13	0.0
Kidney-RCC::S.2	TT>GC	0.008250294653380015	5.6252009000318275e-14	0.0	0.0	0.9917497053465637	0.0
Kidney-RCC::S.2	TT>GG	0.06772338974242376	0.1705265209341605	0.0	0.0	0.7617500893234157	0.0
Kidney-RCC::S.3	AC>CA	0.01112265657106311	0.06693025458563004	0.0	0.0	0.921947088843307	0.0
Kidney-RCC::S.3	AC>CG	0.011882498759598162	0.010104442780072501	0.0	0.0	0.9780130584603294	0.0
Kidney-RCC::S.3	AC>CT	0.003496005354954681	1.2543363099739043e-16	0.0	0.0	0.9965039946450451	0.0
Kidney-RCC::S.3	AC>GA	0.006867268953584849	0.06930646484572077	0.0	0.0	0.9238262662006944	0.0
Kidney-RCC::S.3	AC>GG	4.640030197012698e-16	4.239210155492e-16	0.0	0.0	0.9999999999999992	0.0
Kidney-RCC::S.3	AC>GT	0.018031662364898345	3.919100790541136e-07	0.0	0.0	0.9819679457250226	0.0
Kidney-RCC::S.3	AC>TA	0.02736183006126604	0.01276357580139808	0.0	0.0	0.9598745941373358	0.0
Kidney-RCC::S.3	AC>TG	0.0002814498282597111	0.0012770872539471104	0.0	0.0	0.9984414629177931	0.0
Kidney-RCC::S.3	AC>TT	0.04952538054164407	0.0014844148557145184	0.0	0.0	0.9489902046026414	0.0
Kidney-RCC::S.3	AT>CA	0.0022848760457964586	0.03010532467800176	0.0	0.0	0.9676097992762019	0.0
Kidney-RCC::S.3	AT>CC	1.858618922310304e-15	1.6956433708909557e-15	0.0	0.0	0.9999999999999963	0.0
Kidney-RCC::S.3	AT>CG	0.1991734850687378	0.2455663080948623	0.0	0.0	0.5552602068363999	0.0
Kidney-RCC::S.3	AT>GA	0.02006814755607154	0.021039065935026118	0.0	0.0	0.9588927865089023	0.0
Kidney-RCC::S.3	AT>GC	0.002546988579269137	0.004164529821175847	0.0	0.0	0.9932884815995551	0.0
Kidney-RCC::S.3	AT>TA	0.03155524872722242	0.16966384492677136	0.0	0.0	0.7987809063460063	0.0
Kidney-RCC::S.3	CC>AA	1.0	5.25351213866554e-18	0.0	0.0	1.5705299488367225e-17	0.0
Kidney-RCC::S.3	CC>AG	0.6671529056221367	0.027125243577520684	0.0	0.0	0.30572185080034264	0.0
Kidney-RCC::S.3	CC>AT	0.7512684639123142	0.06411798822389639	0.0	0.0	0.18461354786378942	0.0
Kidney-RCC::S.3	CC>GA	0.5284871852786951	0.05762018645982303	0.0	0.0	0.4138926282614819	0.0
Kidney-RCC::S.3	CC>GG	0.10354756810949135	0.00912726693928971	0.0	0.0	0.8873251649512188	0.0
Kidney-RCC::S.3	CC>GT	0.04641213924643	0.0018317908104908515	0.0	0.0	0.9517560699430792	0.0
Kidney-RCC::S.3	CC>TA	0.9434986009543274	0.005449474066732291	0.0	0.0	0.05105192497894034	0.0
Kidney-RCC::S.3	CC>TG	0.01198521265050115	0.00022806889254505	0.0	0.0	0.9877867184569538	0.0
Kidney-RCC::S.3	CC>TT	0.2155329333243444	0.1966336322164543	0.0	0.0	0.5878334344592014	0.0
Kidney-RCC::S.3	CG>AT	0.7261815091650959	0.09954751019438145	0.0	0.0	0.17427098064052254	0.0
Kidney-RCC::S.3	CG>GC	0.9537387827081133	0.007162483551567186	0.0	0.0	0.03909873374031969	0.0
Kidney-RCC::S.3	CG>GT	0.9108350122010257	2.7065622814160897e-15	0.0	0.0	0.08916498779897165	0.0
Kidney-RCC::S.3	CG>TA	0.2155329333243444	0.1966336322164543	0.0	0.0	0.5878334344592014	0.0
Kidney-RCC::S.3	CG>TC	0.9276819279037352	1.64115255874721e-15	0.0	0.0	0.07231807209626318	0.0
Kidney-RCC::S.3	CG>TT	0.9486846706135307	0.033484158687376635	0.0	0.0	0.017831170699092853	0.0
Kidney-RCC::S.3	CT>AA	0.9999999999999953	1.1849044473418048e-15	0.0	0.0	3.542254918121935e-15	0.0
Kidney-RCC::S.3	CT>AC	0.2155329333243444	0.1966336322164543	0.0	0.0	0.5878334344592014	0.0
Kidney-RCC::S.3	CT>AG	0.3867551686217601	0.1300139835120604	0.0	0.0	0.4832308478661795	0.0
Kidney-RCC::S.3	CT>GA	0.00456643694077464	0.09231897445043978	0.0	0.0	0.9031145886087856	0.0
Kidney-RCC::S.3	CT>GC	0.03274352144589317	0.009586260400136565	0.0	0.0	0.9576702181539704	0.0
Kidney-RCC::S.3	CT>GG	0.006553802814176084	0.03674555312587717	0.0	0.0	0.9567006440599467	0.0
Kidney-RCC::S.3	CT>TA	0.9999999999999956	1.125308648048398e-15	0.0	0.0	3.3640941275028567e-15	0.0
Kidney-RCC::S.3	CT>TC	0.5037645448322815	4.99087383070931e-14	0.0	0.0	0.4962354551676686	0.0
Kidney-RCC::S.3	CT>TG	0.9588539334944625	0.041146066505508255	0.0	0.0	2.931951138992503e-14	0.0
Kidney-RCC::S.3	GC>AA	0.02770156847418977	0.9722984315258102	0.0	0.0	6.200482037225998e-17	0.0
Kidney-RCC::S.3	GC>AG	0.0019971682436512993	0.03774805067515265	0.0	0.0	0.9602547810811961	0.0
Kidney-RCC::S.3	GC>AT	0.00578420605987753	0.03048651517155987	0.0	0.0	0.9637292787685625	0.0
Kidney-RCC::S.3	GC>CA	0.025203311669705245	0.15380976985016176	0.0	0.0	0.820986918480133	0.0
Kidney-RCC::S.3	GC>CG	0.020785690594033276	0.0001659869845806095	0.0	0.0	0.9790483224213861	0.0
Kidney-RCC::S.3	GC>TA	0.026285333698424573	0.34363222331612825	0.0	0.0	0.6300824429854472	0.0
Kidney-RCC::S.3	TA>AT	0.07086076719475216	0.4258256491211668	0.0	0.0	0.503313583684081	0.0
Kidney-RCC::S.3	TA>CG	0.009782528011150506	0.10947536630835916	0.0	0.0	0.8807421056804903	0.0
Kidney-RCC::S.3	TA>CT	0.012219134589864743	0.20686373787025022	0.0	0.0	0.780917127539885	0.0
Kidney-RCC::S.3	TA>GC	0.09668855754388357	0.044876869377318225	0.0	0.0	0.8584345730787982	0.0
Kidney-RCC::S.3	TA>GG	0.014658817062785512	0.22426002962733768	0.0	0.0	0.7610811533098768	0.0
Kidney-RCC::S.3	TA>GT	0.08394841006608365	0.2829366959094076	0.0	0.0	0.6331148940245087	0.0
Kidney-RCC::S.3	TC>AA	0.00683552349399007	0.9712432964398349	0.0	0.0	0.021921180066175213	0.0
Kidney-RCC::S.3	TC>AG	0.0033296034515637976	0.016923489522961493	0.0	0.0	0.9797469070254746	0.0
Kidney-RCC::S.3	TC>AT	5.968737220021358e-17	0.06545146500092634	0.0	0.0	0.9345485349990735	0.0
Kidney-RCC::S.3	TC>CA	0.006304997378278983	0.4251637173349996	0.0	0.0	0.5685312852867214	0.0
Kidney-RCC::S.3	TC>CG	0.0003874391785283034	0.021661593694014467	0.0	0.0	0.9779509671274572	0.0
Kidney-RCC::S.3	TC>CT	0.04917219608252661	6.60382272442548e-05	0.0	0.0	0.9507617656902292	0.0
Kidney-RCC::S.3	TC>GA	0.02083652892969287	0.46587425471702804	0.0	0.0	0.5132892163532791	0.0
Kidney-RCC::S.3	TC>GG	0.002092431225253194	0.0011982558446011861	0.0	0.0	0.9967093129301458	0.0
Kidney-RCC::S.3	TC>GT	0.9999999999998209	4.439145654709772e-14	0.0	0.0	1.3462026279739865e-13	0.0
Kidney-RCC::S.3	TG>AA	0.1095540590636067	0.15351344948366638	0.0	0.0	0.7369324914527269	0.0
Kidney-RCC::S.3	TG>AC	0.02329111683864813	0.006791005261901874	0.0	0.0	0.9699178778994498	0.0
Kidney-RCC::S.3	TG>AT	0.8202524696035554	7.272413436919977e-16	0.0	0.0	0.17974753039644398	0.0
Kidney-RCC::S.3	TG>CA	0.004912439068275317	0.014909991583112979	0.0	0.0	0.9801775693486117	0.0
Kidney-RCC::S.3	TG>CC	0.00396053897769566	0.004350374637939859	0.0	0.0	0.9916890863843645	0.0
Kidney-RCC::S.3	TG>CT	0.708276147202081	0.010291949177537623	0.0	0.0	0.2814319036203813	0.0
Kidney-RCC::S.3	TG>GA	0.10868559980297134	0.315507321512189	0.0	0.0	0.5758070786848397	0.0
Kidney-RCC::S.3	TG>GC	0.04920718245122856	0.05939924524363397	0.0	0.0	0.8913935723051375	0.0
Kidney-RCC::S.3	TG>GT	0.602264343022708	0.0016515812293913341	0.0	0.0	0.3960840757479006	0.0
Kidney-RCC::S.3	TT>AA	0.9074632456520743	0.0020592760506131244	0.0	0.0	0.09047747829731259	0.0
Kidney-RCC::S.3	TT>AC	0.03948190030624409	4.104055078030922e-05	0.0	0.0	0.9604770591429757	0.0
Kidney-RCC::S.3	TT>AG	0.1567231096668978	2.7725659698801664e-15	0.0	0.0	0.8432768903330995	0.0
Kidney-RCC::S.3	TT>CA	0.21539256198347106	0.1965055695292849	0.0	0.0	0.588101868487244	0.0
Kidney-RCC::S.3	TT>CC	0.00045797514741133493	5.84663341092673e-16	0.0	0.0	0.999542024852588	0.0
Kidney-RCC::S.3	TT>CG	0.37843689110193296	9.81002381467754e-14	0.0	0.0	0.6215631088979688	0.0
Kidney-RCC::S.3	TT>GA	0.9999999999996791	7.942271035669595e-14	0.0	0.0	2.4138150131607034e-13	0.0
Kidney-RCC::S.3	TT>GC	0.033170384521733154	8.194264951021035e-14	0.0	0.0	0.9668296154781848	0.0
Kidney-RCC::S.3	TT>GG	0.2155329333243444	0.1966336322164543	0.0	0.0	0.5878334344592014	0.0
Kidney-RCC::S.4	AC>CA	0.004251746596935983	0.0	0.0	0.0	0.995748253403064	0.0
Kidney-RCC::S.4	AC>CG	0.004281686914408403	0.0	0.0	0.0	0.9957183130855916	0.0
Kidney-RCC::S.4	AC>CT	0.0012401362873882631	0.0	0.0	0.0	0.9987598637126117	0.0
Kidney-RCC::S.4	AC>GA	0.0026240248423920346	0.0	0.0	0.0	0.9973759751576079	0.0
Kidney-RCC::S.4	AC>GG	1.6422379949762728e-16	0.0	0.0	0.0	0.9999999999999999	0.0
Kidney-RCC::S.4	AC>GT	0.006457142191143319	0.0	0.0	0.0	0.9935428578088566	0.0
Kidney-RCC::S.4	AC>TA	0.009988178921494364	0.0	0.0	0.0	0.9900118210785056	0.0
Kidney-RCC::S.4	AC>TG	9.975859918904436e-05	0.0	0.0	0.0	0.999900241400811	0.0
Kidney-RCC::S.4	AC>TT	0.01813563960210817	0.0	0.0	0.0	0.9818643603978919	0.0
Kidney-RCC::S.4	AT>CA	0.0008350545840719037	0.0	0.0	0.0	0.9991649454159282	0.0
Kidney-RCC::S.4	AT>CC	6.578178336780957e-16	0.0	0.0	0.0	0.9999999999999993	0.0
Kidney-RCC::S.4	AT>CG	0.11265322662344242	0.0	0.0	0.0	0.8873467733765578	0.0
Kidney-RCC::S.4	AT>GA	0.0073527107898942	0.0	0.0	0.0	0.9926472892101058	0.0
Kidney-RCC::S.4	AT>GC	0.000906719436187905	0.0	0.0	0.0	0.9990932805638121	0.0
Kidney-RCC::S.4	AT>TA	0.013788883896995277	0.0	0.0	0.0	0.9862111161030048	0.0
Kidney-RCC::S.4	CC>AA	1.0	0.0	0.0	0.0	4.437424058027895e-17	0.0
Kidney-RCC::S.4	CC>AG	0.4357773802370679	0.0	0.0	0.0	0.5642226197629321	0.0
Kidney-RCC::S.4	CC>AT	0.590210931030764	0.0	0.0	0.0	0.40978906896923606	0.0
Kidney-RCC::S.4	CC>GA	0.31125706379033985	0.0	0.0	0.0	0.6887429362096602	0.0
Kidney-RCC::S.4	CC>GG	0.03966392054561365	0.0	0.0	0.0	0.9603360794543864	0.0
Kidney-RCC::S.4	CC>GT	0.016966395417224445	0.0	0.0	0.0	0.9830336045827754	0.0
Kidney-RCC::S.4	CC>TA	0.8673916662245937	0.0	0.0	0.0	0.1326083337754062	0.0
Kidney-RCC::S.4	CC>TG	0.004275991460711569	0.0	0.0	0.0	0.9957240085392886	0.0
Kidney-RCC::S.4	CC>TT	0.11486416692490445	0.0	0.0	0.0	0.8851358330750955	0.0
Kidney-RCC::S.4	CG>AT	0.5959282028429679	0.0	0.0	0.0	0.4040717971570322	0.0
